A_difference,increment_LR
-0.01571055467799015,6.994654719564011
-0.002598745107103284,0.18051702405034575
0.0075812693868295145,0.13677209202185736
-0.0004802603431632302,0.058069104664795645
-0.006767056737050053,1.3229138398928484
0.011644190352150169,0.9510275998332531
-0.0013401230781386886,0.03463927572653347
-0.005003326302605027,1.5649778916978505
-0.0011383863973675468,0.016239365926480787
-0.005029317338373113,0.04080044127374549
-0.0004871344073682504,0.5014340608982053
-0.0023448694482855192,0.0003453496203320583
0.0020429254216678128,0.08765234365532137
0.0024379907489056607,0.13898722432996635
-0.011591106948049046,2.1152359441837945
0.005425905701802569,0.6463488604416341
0.0038375838403362783,0.6178997899467618
0.007028435327584459,0.43107386302934003
0.0014881307417254352,0.018696782506822274
-0.0019278089658847641,0.1780916362085918
-0.0008089823386321915,0.029086773367666297
0.00015484886900862804,0.1906154631532644
-0.009064834245813641,1.529981013400004
0.0019302042010339027,0.17211757742494171
0.011670538550924536,2.0938040149373904
0.0005973888550544204,0.11467457691881577
0.003201137883779931,0.5794708443420404
8.594554735535942e-05,0.11630609595177077
-0.008349661516945633,2.149162636629555
-0.00019154118059327985,0.0004160408044384667
-0.0029499675571285355,0.05851413424989005
-0.005848260901854363,0.78934596135052
0.005390842196366152,1.1717031833919265
0.0011091699474466976,0.15581748498728132
0.0042009903601789855,0.9237600941543178
-0.007833024719104714,1.4578684867165208
-0.002516890501031266,0.04167026445172439
-0.0014698383243642033,0.00638643689877938
-0.002832158881010516,0.003412504631441493
-0.004985002988161458,1.5099729151909145
-0.01402261515583847,6.331884461296042
-0.005600331928602098,4.2734828127803866
-0.005375491590427356,1.375161413064177
0.004551557307010401,0.37543100343201274
0.004034157608211353,0.03590809256893124
-0.0068488632944450345,1.0329152272460789
0.004531215932808974,0.13155031623831803
-0.001976073229477182,0.15432743351560418
-0.010325046149372241,2.6840301865162814
0.003748653018079695,0.09570851806930136
0.0015229387116054705,1.4178680554589675
-0.004511106550089378,0.2087230427327853
0.010517207463530298,0.6679853847846857
-0.007890112520942821,1.4042124215573608
0.008665200731770378,2.1623115805894884
-0.008685191657563318,1.4185405966736937
0.0015435521934972496,0.3112098216817998
0.0030602819926374147,0.000804787697404663
-0.005057251278848346,0.22771325936000153
-0.00028887356837445366,0.025635897893792503
-0.005329318871968247,0.601747050564498
-0.005558241064277686,1.8328297129890672
0.002984565697143726,0.01850342815534134
0.0015523997526937783,0.08853670778886169
-0.0003419850939312963,0.030305431044197917
-0.00857603585823391,1.1356842750120109
-0.00034341714180605165,0.031003961613777165
0.0028051923932149725,1.0395608370572518e-05
-0.009860930280564562,4.066837980849627
-0.004154609532630554,1.245291428887029
0.0014136498531721886,0.5669998603071917
-0.00659058084807998,0.20135274033815165
-0.0036343216596768924,0.0960710434801797
0.006266785481817444,0.9342973118408224
-0.008783306294195825,1.0256327849508864
0.0062859988520963805,1.8678571435577283
-0.003935602085890472,0.5038584238797483
-8.267628062430532e-05,0.05434373707835505
-0.0034875590559722003,0.21375042481179207
0.0017427749880927212,2.828800274202706
-0.00024505152110909645,0.10365281395782233
0.005912230091104337,1.6086271780562953
-0.007014211222503619,0.5877269286442299
-0.011652126583265587,2.937150022955038
-0.0013776094974170539,0.2240264836511443
-7.247085764303107e-05,0.0007838681417666749
-0.00942208476593423,3.1564038832766528
-0.008224786069540496,2.1899380547001357
2.880657248283125e-05,0.11240569644682807
-0.0025340851622540628,0.03426256717928311
-0.0004100059375149179,0.49705183679914455
-0.003544421557183597,0.31742610077694167
-0.0005695643195045841,0.004103724104155049
0.0008335887561780053,0.3081656409499516
-0.005827097105534779,1.106401834334335
0.014165405842953421,6.585808123776133
-0.0006542984766394477,0.023430356975424615
-0.0026610392236948444,0.27285192758368737
0.0023309764777939,0.02460383858009152
-0.007188013256425485,0.41953241531317076
0.004224821860690731,0.00022056781048718221
-0.0011447746097825173,0.29405506435647055
0.002518011588189595,0.33389375394929743
-0.004370797663338782,2.225774589501569
-0.0006917593814817491,0.1844718412039157
